image_path,aic_class_id
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/321e0205-71b9-438d-baf3-e6429b301689___Matt.S_CG 1657.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/321f1ae4-f088-44c1-aaaa-19283d863fda___Matt.S_CG 1613.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/325ed9c5-08df-49cd-9317-1e3364a3687e___Matt.S_CG 7773.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/32839ce2-35bd-4352-9d5d-1c4c6713cd9b___JR_Sept.L.S 8405.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/3287491a-0971-4fc4-bbdf-c5f8bd8cb224___JR_Sept.L.S 8508.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/32acbdf3-0c99-4a5d-b40e-f5dd906ba4ec___JR_Sept.L.S 2494.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/32b2bf97-2a8a-41dd-9889-a1e79cddd33e___Keller.St_CG 2042.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/32ba0937-33b8-4f11-b337-f2c31f7ead30___JR_Sept.L.S 2680.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/32be5e7b-4215-4719-a1e8-d6f7a0a388f7___Matt.S_CG 0752.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/32cd6444-8f41-47c5-9351-54eb8524abaf___Matt.S_CG 7524.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/32f83811-fa53-479e-86de-057cd79d7eba___Matt.S_CG 2758.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/330bf5ca-8474-4958-a889-3c54bb96ec6a___Matt.S_CG 6557.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/333d8c10-b9ba-4942-9589-a8d7f6845983___Keller.St_CG 1809.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/33730016-a830-406f-b969-c50f70adf1df___JR_Sept.L.S 2530.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/33955624-749a-442a-bf18-6d7a21130d72___JR_Sept.L.S 8398.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/33d69ac4-15bd-4126-9ce2-e540897b5187___Matt.S_CG 2548.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/33d92d50-0cc0-431a-8a8c-a6c48cc42873___Keller.St_CG 2020.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/33da87e2-f2c6-4a99-bc3c-279f47120681___JR_Sept.L.S 2667.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/340c2c01-e27d-4af6-b19b-ed292e0a09ee___JR_Sept.L.S 8355.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/342ec112-3d10-46a5-ae05-929974059845___JR_Sept.L.S 8435.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/34406ab3-1cfb-4ae4-bd6e-85355247d251___Matt.S_CG 7430.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/347c2ba2-84c7-4e59-9bee-cfbf532f9c27___Matt.S_CG 6699.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/34a98498-bbe1-4ba8-ac6b-158adb2de2b9___Matt.S_CG 0828.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/34bba791-1db5-40f8-b067-46518c17b75a___Matt.S_CG 2534.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/351f1c94-36f5-44a6-9cc2-0766e8db5cfd___Matt.S_CG 1465.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/3551440d-d4bd-4da7-8bac-345fec2c55ee___Matt.S_CG 1451.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/35624b1d-4848-4ccc-8554-76cc8f37fb34___JR_Sept.L.S 2599.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/35733fa2-2d61-44a9-9c44-815e5b0e169e___Keller.St_CG 1793.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/357efcd2-3749-4a29-9822-9edaec270674___Matt.S_CG 0927.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/35b2e959-f967-4125-9465-eebfc5e7277b___Matt.S_CG 2710.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/35f57bb6-7d8d-439c-aa62-7640a1936e47___Matt.S_CG 7616.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/36085cb4-2736-475a-9b13-ac6d3225561d___Matt.S_CG 7619.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/360b7f05-4513-42cb-aaf2-03e1e5473fa3___Matt.S_CG 1258.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/3633c989-bce5-4cfc-bb1c-49cc1976f0b4___Matt.S_CG 6012.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/36929b20-0c26-4fb0-87d9-db47d3b2553f___Keller.St_CG 1902.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/36942c3f-7a37-46fd-9f47-7f1da66da785___JR_Sept.L.S 8504.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/36bb4cfa-4245-4578-bdb3-bce9170d833e___JR_Sept.L.S 8387.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/36cf7d2c-a820-4311-9d16-443e04e13a15___Matt.S_CG 0700.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/36d0b778-94d1-4475-a513-d0611131a996___Keller.St_CG 1892.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/36dd8cd2-dd26-40a2-b25c-f4ce6d94f6be___Keller.St_CG 1845.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/36ffef9d-4f3f-44df-bf6c-1636efcba224___Keller.St_CG 1812.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/3764603c-7343-4eb1-9698-5b709f5a6369___JR_Sept.L.S 2561.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/3795408d-1142-499f-aeb2-821214b1bb8c___Matt.S_CG 6517.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/381296fd-87f1-4238-a725-b052eb876ee3___Matt.S_CG 1429.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/3812fd82-b846-4257-92b6-ee73eb90edc1___Keller.St_CG 2013.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/3823a859-7570-4196-abf7-64f102d55f8d___Matt.S_CG 7740.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/382d37d7-8b5c-4e6b-9e6a-b346a0a228a3___Matt.S_CG 7859.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/388bbf02-8689-4a87-8fac-ec29b6e9268e___Matt.S_CG 6504.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/38bea01f-8f19-4e3d-8022-3dbec2057ed1___Matt.S_CG 1575.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/38c97982-c658-43c9-8641-bfbe851ef61c___Keller.St_CG 1955.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/38cd312a-88ac-490c-a95c-0bddee777154___JR_Sept.L.S 2469.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/38d4dce3-2aea-4488-a5ef-1d95c25b6e69___Matt.S_CG 1384.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/39081040-dbed-48f3-aef1-7bab8831a7e0___JR_Sept.L.S 8447.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/390beb09-e4d3-4248-bb1c-7cefbd45a8d1___Matt.S_CG 6507.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/3931a2cf-5122-47f2-bff0-509460130890___Matt.S_CG 1139.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/39bc5eeb-9d3c-4b0b-8602-3e6c01ae9bd4___Matt.S_CG 0741.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/3a1f89c1-9f3b-47ec-aafc-7f2ba2558d6d___Matt.S_CG 6856.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/3a287000-0306-4202-8eca-41ead0c1634c___Matt.S_CG 2440.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/3a89c017-4b4b-4f64-a018-05c98a2fa611___Matt.S_CG 1219.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/3acde329-875f-4fab-b09f-513714612d5c___Matt.S_CG 7476.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/3af1fd7b-aca5-405e-b4ab-3615eaa6c0df___Matt.S_CG 6915.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/3b0062a2-2013-4dc6-9d61-4c74ae4b295a___JR_Sept.L.S 2484.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/3b746726-44a4-450e-b8e7-1bf33d5d8d4b___Matt.S_CG 7852.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/3b7f264d-4d60-46c4-9e36-f4f032d47c5b___Matt.S_CG 1523.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/3b8e8f98-bbc7-446d-82a9-5130e10f1b4a___Matt.S_CG 6618.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/3ba26d58-4f12-49ac-b818-e32b953a81ee___JR_Sept.L.S 2655.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/3c128fd7-83d2-4202-b612-7e29f1ac4357___Matt.S_CG 2437.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/3c27af36-d824-4251-97ca-0dc1f0c60d61___Matt.S_CG 7685.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/3c435f7e-e3cf-4a74-805b-b679ae96e25e___JR_Sept.L.S 2463.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/3c553993-c2e9-40f3-b65e-5fa1170b5bb7___Keller.St_CG 1839.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/3c70a1cb-bb92-4bf1-a742-0622d1616003___Keller.St_CG 1915.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/3d42d770-69c1-421e-ae00-56f8d0bd500f___Matt.S_CG 7414.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/3d638a43-43eb-4f93-85bf-b1cc41ab117f___Matt.S_CG 0751.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/3d91b473-6309-4310-9acd-e66dacaf789f___Keller.St_CG 1991.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/3d9cf11d-eb78-481a-a94a-ca6629b757a0___Matt.S_CG 7453.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/3dd0d199-7106-4d78-8594-18d01a00aff3___JR_Sept.L.S 8539.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/3dd32fea-62e8-4ae9-b307-5513e845b519___JR_Sept.L.S 2663.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/3ddb7094-9ee7-473d-8a01-b48ce8eda506___Matt.S_CG 6719.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/3e06fe16-f6e0-4681-8049-f362ee0aafba___Matt.S_CG 2505.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/3e36cafb-f2f4-4c51-9853-85fd7f1eb817___Keller.St_CG 1795.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/3ebeb76c-9be7-4e35-b06a-6402276b04bd___Matt.S_CG 6730.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/3ed40b55-9410-41c7-91cd-1e2f771d5888___Matt.S_CG 7723.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/3edb3c6a-ff33-4ace-a754-0d807ef8019a___Matt.S_CG 2578.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/3f310f1d-9837-4e44-ab1e-cfd22cae224b___JR_Sept.L.S 8386.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/3f4788c4-a2fe-4c9f-907c-5d5dd4f5395c___Matt.S_CG 1143.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/3f6c0ef0-068b-4566-a643-9a368d50bdc4___JR_Sept.L.S 8380.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/3fc4d8fe-a68b-4d84-b987-be97052f0436___Matt.S_CG 6570.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/3fc5146d-71b5-4764-8a78-481e098e661e___Matt.S_CG 2752.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/3ff747b1-7cec-42e2-a938-9af10afeab8c___Matt.S_CG 1285.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/40373753-a07a-4ccf-b844-3324278d2b54___Keller.St_CG 1903.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/405d4893-b38d-49d3-b0a2-a163b6af562a___Matt.S_CG 6346.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/40705363-7a06-44d7-a4ff-a3b040ca6e70___Matt.S_CG 7683.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/408ab142-3395-4a81-b90a-48b610336cea___Matt.S_CG 1556.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/408d4867-5fd8-4f1e-8c93-a711a438ef6e___Matt.S_CG 6780.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/4098a908-25be-4759-9248-bf5d66844081___Matt.S_CG 6650.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/40b13cf8-a4ca-4d0b-9e76-6f40f38ea063___Matt.S_CG 0773.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/411a47e8-e401-41c3-a183-42dad13aaa9a___Matt.S_CG 7742.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/4155b13b-7c41-494e-8550-497acc32bb83___Matt.S_CG 1706.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/417da1b3-d80b-4381-b439-bb876b0d3e62___Matt.S_CG 1674.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/4193a3fe-d859-4354-b9e7-ec143f24ca01___JR_Sept.L.S 2579.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/41dadfd3-6e73-4057-b909-5512dfe64631___JR_Sept.L.S 8544.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/41efe5a6-94ca-4761-8543-fd42b09dc4a8___Matt.S_CG 6303.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/42184af4-cb8b-4287-b000-04fa630a167f___Matt.S_CG 2424.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/422a0165-cc1b-4fb5-ab34-d0fe610fb0df___Matt.S_CG 0672.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/426b2853-faed-40cc-8154-d721fd00fdf2___Matt.S_CG 2770.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/4271d0f3-743c-4006-b9e6-fbee7ab28ec7___Matt.S_CG 7484.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/430dab60-e5fe-4a57-be67-e77bd91f9fda___Keller.St_CG 1772.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/43660e03-52a8-4451-bcd4-3b4806be2276___Matt.S_CG 6721.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/43a563e9-03a7-48d7-bf5e-2581319325fd___Keller.St_CG 1906.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/43f78d0c-798d-4466-83f6-49e84d6a9fad___JR_Sept.L.S 2473.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/441abb22-345f-4188-a6d6-6080e6f08152___JR_Sept.L.S 8479.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/443ae8f5-c06b-4ed2-af1d-1fd6feddea32___JR_Sept.L.S 2476.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/443e6a2f-2adf-4c66-88c9-153cdbf03e17___Matt.S_CG 2780.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/444b3794-ac77-4dab-a3d0-556086c7ec89___Matt.S_CG 1080.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/4463e85e-f583-41ae-8261-8cc9b5ac3850___Matt.S_CG 7560.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/4467daac-1e75-4b6f-868d-9dcb5016bd1e___Matt.S_CG 7436.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/446e3268-4075-46d3-ba0d-965ed3c27918___JR_Sept.L.S 8463.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/44bd40a3-c64b-45c5-b0e1-3b3ad132daa5___Matt.S_CG 2454.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/44eb0d62-ff10-4a60-bd2f-fc74300474b3___JR_Sept.L.S 2495.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/4542fa9a-b83f-47d0-b1ae-f85cd84816da___Keller.St_CG 1911.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/454b4241-db52-4f2a-98bb-6c51c11df432___Keller.St_CG 1997.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/45776444-6428-486a-bb79-c1e1cbde4994___Matt.S_CG 7569.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/459141fb-4e81-4e44-a66a-0d4a629fa755___Matt.S_CG 2516.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/459318c1-ddb2-4f9c-b497-6280e1e82b96___JR_Sept.L.S 2635.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/45c3dbbf-94eb-4e9e-9f09-b93609f6db7d___JR_Sept.L.S 2543.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/45c5dbd2-e45d-438b-ae11-04e96417cb2f___Matt.S_CG 0666.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/45d34d4b-b4b2-4bfb-825a-28aa457655de___Matt.S_CG 2745.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/45eeaf6d-1b23-4e3e-9366-82d9c053ef88___Matt.S_CG 6245.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/4685caac-cd9f-45ff-b1c6-58bdc706d0c7___Matt.S_CG 6762.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/47059235-9299-4d05-98d7-ea2ae09768fd___JR_Sept.L.S 8459.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/47540ec0-31bf-4ad5-84e9-601d0d0829e4___Matt.S_CG 6002.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/478166d9-2113-429f-86a0-f60b877a133a___Matt.S_CG 1394.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/47a6059f-5127-4e38-88c9-47c6c9ce35f1___Matt.S_CG 7707.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/47b7c127-2842-42ef-8deb-fffeb63eff5b___Matt.S_CG 6159.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/481c8d4a-1bfa-48a7-9385-3352286bd765___Keller.St_CG 2036.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/4848d6d3-1fa7-4da1-929b-b8a362e016c3___Matt.S_CG 1460.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/48639343-37ad-43b5-bd50-64db51b08212___JR_Sept.L.S 2665.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/4868a14d-e319-4db0-bdd5-241e50a05bf8___Matt.S_CG 6451.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/48bad913-fbef-4845-bc2d-dbc06f0c2bcc___Matt.S_CG 7790.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/48e9d480-1361-4d4a-96a3-bded85e7559b___Matt.S_CG 7733.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/48f82056-7e78-4716-b07e-8dc724a19d7b___Matt.S_CG 6714.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/491d430e-fdc0-4235-8632-bf41b3455fc5___Matt.S_CG 7784.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/4957b1d6-18b7-40eb-b3e7-1b509ee2e1f9___JR_Sept.L.S 8356.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/49680a31-cb91-4694-9609-4aad7079dd77___Matt.S_CG 6155.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/49b61637-8623-4e44-a485-d10125ed15ca___JR_Sept.L.S 2520.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/49c6df4f-6528-479b-af7d-613aed9a0026___Keller.St_CG 1890.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/4a07823f-bbfe-4880-bbae-59fd1ae9de33___Matt.S_CG 6687.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/4a0b5c52-3bd4-4f31-836d-5bf512587a3e___Matt.S_CG 6300.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/4a2f0e3e-8769-4550-a111-7755bc2c74db___Matt.S_CG 7846.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/4a699992-4610-4a4f-98d3-942fc402731a___Matt.S_CG 2679.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/4ae88e50-d807-45d7-b587-5242a2464764___JR_Sept.L.S 2618.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/4b0ff251-1da4-4f9c-bf92-46441043c6cf___Keller.St_CG 1951.JPG,1
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Tomato___Septoria_leaf_spot/4b712088-62f3-43ff-8358-6f07279f0b8c___Keller.St_CG 1961.JPG,1
